author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Zhen-jie Wang, Huanye Sheng, Peng Ding",A Q-Based Architecture for Semantic Information Interoperability on Semantic Web,722-737,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_46,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-06,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Applications,,0,,0,Peng Ding;Huanye Sheng;Zhen-jie Wang,3,http://dx.doi.org/10.1007/978-3-540-39718-2_46,1
"Fabien Gandon, Norman M. Sadeh",A Semantic E-Wallet to Reconcile Privacy and Context Awareness,385-401,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_25,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-07,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,"Security, Trust, and Privacy",,0,,0,Fabien Gandon;Norman M. Sadeh,2,http://dx.doi.org/10.1007/978-3-540-39718-2_25,1
"Michael Uschold, Peter Clark, Fred Dickey, Casey K. Fung, Sonia Smith, Stephen A. Uczekaj, Michael Wilke, Sean Bechhofer, Ian Horrocks",A Semantic Infosphere,882-896,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_56,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-08,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Industrial Track Paper,,0,,0,Michael Wilke;Fred Dickey;Ian Horrocks;Stephen A. Uczekaj;Peter Clark;Sean Bechhofer;Michael Uschold;Sonia Smith;Casey K. Fung,9,http://dx.doi.org/10.1007/978-3-540-39718-2_56,1
"Daniel J. Mandell, Sheila A. McIlraith",Adapting BPEL4WS for the Semantic Web: The Bottom-Up Approach to Web Service Interoperation,227-241,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_15,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-01,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Semantic Web Services,,0,,0,Daniel J. Mandell;Sheila A. McIlraith,2,http://dx.doi.org/10.1007/978-3-540-39718-2_15,1
"Koji Kamei, Sen Yoshida, Kazuhiro Kuwabara, Jun-ichi Akahani, Tetsuji Satoh",An Agent Framework for Inter-personal Information Sharing with an RDF-Based Repository,438-452,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_28,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-02,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Agents and the Semantic Web,,0,,0,Tetsuji Satoh;Sen Yoshida;Jun-ichi Akahani;Kazuhiro Kuwabara;Koji Kamei,5,http://dx.doi.org/10.1007/978-3-540-39718-2_28,1
"Nenad Stojanovic, Rudi Studer, Ljiljana Stojanovic",An Approach for the Ranking of Query Results in the Semantic Web,500-516,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_32,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-03,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Information Retrieval,,0,,0,Nenad Stojanovic;Ljiljana Stojanovic;Rudi Studer,3,http://dx.doi.org/10.1007/978-3-540-39718-2_32,1
"Eiichi Sunagawa, Kouji Kozaki, Yoshinobu Kitamura, Riichiro Mizoguchi",An Environment for Distributed Ontology Development Based on Dependency Management,453-468,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_29,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-04,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Agents and the Semantic Web,,0,,0,Riichiro Mizoguchi;Yoshinobu Kitamura;Eiichi Sunagawa;Kouji Kozaki,4,http://dx.doi.org/10.1007/978-3-540-39718-2_29,1
"Saikat Mukherjee, Guizhen Yang, I. V. Ramakrishnan",Automatic Annotation of Content-Rich HTML Documents: Structural and Semantic Analysis,533-549,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_34,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-09,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Information Retrieval,,0,,0,Saikat Mukherjee;Guizhen Yang;I. V. Ramakrishnan,3,http://dx.doi.org/10.1007/978-3-540-39718-2_34,1
"Dan Wu, Bijan Parsia, Evren Sirin, James A. Hendler, Dana S. Nau",Automating DAML-S Web Services Composition Using SHOP2,195-210,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_13,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-10,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Semantic Web Services,,0,,0,Bijan Parsia;Dana S. Nau;James A. Hendler;Evren Sirin;Dan Wu,5,http://dx.doi.org/10.1007/978-3-540-39718-2_13,1
"Yuanbo Guo, Jeff Heflin, Zhengxiang Pan",Benchmarking DAML+OIL Repositories,613-627,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_39,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-11,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Tools and Metodologies,,0,,0,Jeff Heflin;Zhengxiang Pan;Yuanbo Guo,3,http://dx.doi.org/10.1007/978-3-540-39718-2_39,1
"Yang Li, Simon G. Thompson, Zhu Tan, Nick Giles, Hamid Gharib",Beyond Ontology Construction; Ontology Services as Online Knowledge Sharing Communities,469-483,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_30,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-12,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Agents and the Semantic Web,,0,,0,Hamid Gharib;Zhu Tan;Yang Li;Simon G. Thompson;Nick Giles,5,http://dx.doi.org/10.1007/978-3-540-39718-2_30,1
"Paolo Bouquet, Fausto Giunchiglia, Frank van Harmelen, Luciano Serafini, Heiner Stuckenschmidt",C-OWL: Contextualizing Ontologies,164-179,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_11,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-14,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Ontological Reasoning,,0,,0,Frank van Harmelen;Fausto Giunchiglia;Heiner Stuckenschmidt;Paolo Bouquet;Luciano Serafini,5,http://dx.doi.org/10.1007/978-3-540-39718-2_11,1
"Sean Bechhofer, Raphael Volz, Phillip W. Lord",Cooking the Semantic Web with the OWL API,659-675,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_42,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-13,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Tools and Metodologies,,0,,0,Raphael Volz;Sean Bechhofer;Phillip W. Lord,3,http://dx.doi.org/10.1007/978-3-540-39718-2_42,1
"Joseph Kopena, William C. Regli",DAMLJessKB: A Tool for Reasoning with the Semantic Web,628-643,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_40,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-15,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Tools and Metodologies,,0,,0,Joseph Kopena;William C. Regli,2,http://dx.doi.org/10.1007/978-3-540-39718-2_40,1
"Srini Narayanan, Collin F. Baker, Charles J. Fillmore, Miriam R. L. Petruck",FrameNet Meets the Semantic Web: Lexical Semantics for the Web,771-787,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_49,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-16,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Applications,,0,,0,Collin F. Baker;Miriam R. L. Petruck;Charles J. Fillmore;Srini Narayanan,4,http://dx.doi.org/10.1007/978-3-540-39718-2_49,1
"Dennis Quan, David Huynh, David R. Karger",Haystack: A Platform for Authoring End User Semantic Web Applications,738-753,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_47,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-17,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Applications,,0,,0,Dennis Quan;David R. Karger;David Huynh,3,http://dx.doi.org/10.1007/978-3-540-39718-2_47,1
"Enrico Motta, John Domingue, Liliana Cabral, Mauro Gaspari",IRS-II: A Framework and Infrastructure for Semantic Web Services,306-318,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_20,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-21,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Semantic Web Services,,0,,0,Mauro Gaspari;John Domingue;Enrico Motta;Liliana Cabral,4,http://dx.doi.org/10.1007/978-3-540-39718-2_20,1
"Deborah L. McGuinness, Paulo Pinheiro da Silva",Infrastructure for Web Explanations,113-129,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_8,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-18,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Foundations,,0,,0,Deborah L. McGuinness;Paulo Pinheiro da Silva,2,http://dx.doi.org/10.1007/978-3-540-39718-2_8,1
Raphaël Troncy,Integrating Structure and Semantics into Audio-visual Documents,566-581,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_36,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-19,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Multi-media,,0,,0,Raphaël Troncy,1,http://dx.doi.org/10.1007/978-3-540-39718-2_36,1
"Laks V. S. Lakshmanan, Fereidoon Sadri",Interoperability on XML Data,146-163,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_10,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-20,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Ontological Reasoning,,0,,0,Laks V. S. Lakshmanan;Fereidoon Sadri,2,http://dx.doi.org/10.1007/978-3-540-39718-2_10,1
"Borislav Popov, Atanas Kiryakov, Angel Kirilov, Dimitar Manov, Damyan Ognyanoff, Miroslav Goranov",KIM - Semantic Annotation Platform,834-849,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_53,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-22,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Industrial Track Paper,,0,,0,Miroslav Goranov;Damyan Ognyanoff;Angel Kirilov;Atanas Kiryakov;Borislav Popov;Dimitar Manov,6,http://dx.doi.org/10.1007/978-3-540-39718-2_53,1
"Andreas Heß, Nicholas Kushmerick",Learning to Attach Semantic Metadata to Web Services,258-273,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_17,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-23,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Semantic Web Services,,0,,0,Andreas Heß;Nicholas Kushmerick,2,http://dx.doi.org/10.1007/978-3-540-39718-2_17,1
"Martin Dzbor, John Domingue, Enrico Motta",Magpie - Towards a Semantic Web Browser,690-705,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_44,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-24,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Applications,,0,,0,Martin Dzbor;John Domingue;Enrico Motta,3,http://dx.doi.org/10.1007/978-3-540-39718-2_44,1
"Zavisa Bjelogrlic, Dirk-Willem van Gulik, Alberto Reggiori",Making Business Sense of the Semantic Web,818-833,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_52,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-25,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Industrial Track Paper,,0,,0,Zavisa Bjelogrlic;Alberto Reggiori;Dirk-Willem van Gulik,3,http://dx.doi.org/10.1007/978-3-540-39718-2_52,1
"Luke McDowell, Oren Etzioni, Steven D. Gribble, Alon Y. Halevy, Henry M. Levy, William Pentney, Deepak Verma, Stani Vlasseva",Mangrove: Enticing Ordinary People onto the Semantic Web via Instant Gratification,754-770,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_48,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-26,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Applications,,0,,0,William Pentney;Oren Etzioni;Alon Y. Halevy;Steven D. Gribble;Henry M. Levy;Deepak Verma;Stani Vlasseva;Luke McDowell,8,http://dx.doi.org/10.1007/978-3-540-39718-2_48,1
"Richard Widhalm, Thomas A. Mück",Merging Topics in Well-Formed XML Topic Maps,64-79,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_5,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-27,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Foundations,,0,,0,Richard Widhalm;Thomas A. Mück,2,http://dx.doi.org/10.1007/978-3-540-39718-2_5,1
"Óscar Corcho, Asunción Gómez-Pérez, Angel López-Cima, V. López-García, María del Carmen Suárez-Figueroa",ODESeW. Automatic Generation of Knowledge Portals for Intranets and Extranets,802-817,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_51,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-28,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Industrial Track Paper,,0,,0,V. López-García;María del Carmen Suárez-Figueroa;Asunción Gómez-Pérez;Angel López-Cima;Óscar Corcho,5,http://dx.doi.org/10.1007/978-3-540-39718-2_51,1
"Andreas Maier, Hans-Peter Schnurr, York Sure",Ontology-Based Information Integration in the Automotive Industry,897-912,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_57,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-29,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Industrial Track Paper,,0,,0,Andreas Maier;Hans-Peter Schnurr;York Sure,3,http://dx.doi.org/10.1007/978-3-540-39718-2_57,1
"Jürgen Angele, Eddie Mönch, Henrik Oppermann, Steffen Staab, Dirk Wenke",Ontology-Based Query and Answering in Chemistry: OntoNova @ Project Halo,913-928,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_58,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-30,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Industrial Track Paper,,0,,0,Henrik Oppermann;Dirk Wenke;Eddie Mönch;Steffen Staab;Jürgen Angele,5,http://dx.doi.org/10.1007/978-3-540-39718-2_58,1
"Hongsuda Tangmunarunkit, Stefan Decker, Carl Kesselman",Ontology-Based Resource Matching in the Grid - The Grid Meets the Semantic Web,706-721,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_45,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-31,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Applications,,0,,0,Carl Kesselman;Hongsuda Tangmunarunkit;Stefan Decker,3,http://dx.doi.org/10.1007/978-3-540-39718-2_45,1
Neil M. Goldman,Ontology-Oriented Programming: Static Typing for the Inconsistent Programmer,850-865,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_54,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-32,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Industrial Track Paper,,0,,0,Neil M. Goldman,1,http://dx.doi.org/10.1007/978-3-540-39718-2_54,1
"Jan Wielemaker, Guus Schreiber, Bob J. Wielinga",Prolog-Based Infrastructure for RDF: Scalability and Performance,644-658,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_41,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-33,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Tools and Metodologies,,0,,0,Jan Wielemaker;Guus Schreiber;Bob J. Wielinga,3,http://dx.doi.org/10.1007/978-3-540-39718-2_41,1
"Zoltán Miklós, Gustaf Neumann, Uwe Zdun, Michael Sintek",Querying Semantic Web Resources Using TRIPLE Views,517-532,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_33,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-34,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Information Retrieval,,0,,0,Uwe Zdun;Gustaf Neumann;Zoltán Miklós;Michael Sintek,4,http://dx.doi.org/10.1007/978-3-540-39718-2_33,1
"Jeff Z. Pan, Ian Horrocks",RDFS(FA) and RDF MT: Two Semantics for RDFS,30-46,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_3,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-35,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Foundations,,0,,0,Ian Horrocks;Jeff Z. Pan,2,http://dx.doi.org/10.1007/978-3-540-39718-2_3,1
"Ian Horrocks, Peter F. Patel-Schneider",Reducing OWL Entailment to Description Logic Satisfiability,17-29,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_2,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-36,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Foundations,,0,,0,Ian Horrocks;Peter F. Patel-Schneider,2,http://dx.doi.org/10.1007/978-3-540-39718-2_2,1
"Vipul Kashyap, Alexander Borgida","Representing the UMLS Semantic Network Using OWL: (Or ""What's in a Semantic Web Link?"")",1-16,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_1,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-37,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Foundations,,0,,0,Alexander Borgida;Vipul Kashyap,2,http://dx.doi.org/10.1007/978-3-540-39718-2_1,1
"Boualem Benatallah, Mohand-Said Hacid, Christophe Rey, Farouk Toumani",Request Rewriting-Based Web Service Discovery,242-257,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_16,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-38,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Semantic Web Services,,0,,0,Boualem Benatallah;Mohand-Said Hacid;Farouk Toumani;Christophe Rey,4,http://dx.doi.org/10.1007/978-3-540-39718-2_16,1
"Matthew Addis, Mike J. Boniface, Simon Goodall, Paul Grimwood, Sanghee Kim, Paul H. Lewis, Kirk Martinez, Alison Stevenson",SCULPTEUR: Towards a New Paradigm for Multimedia Museum Information Handling,582-596,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_37,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-40,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Multi-media,,0,,0,Matthew Addis;Kirk Martinez;Paul Grimwood;Paul H. Lewis;Mike J. Boniface;Alison Stevenson;Simon Goodall;Sanghee Kim,8,http://dx.doi.org/10.1007/978-3-540-39718-2_37,1
"Thomas Dreyer, David Leal, Andrea Schröder, Michael Schwan",ScadaOnWeb - Web Based Supervisory Control and Data Acquisition,788-801,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_50,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-39,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Industrial Track Paper,,0,,0,Michael Schwan;Andrea Schröder;Thomas Dreyer;David Leal,4,http://dx.doi.org/10.1007/978-3-540-39718-2_50,1
"Grit Denker, Lalana Kagal, Timothy W. Finin, Massimo Paolucci, Katia P. Sycara",Security for DAML Web Services: Annotation and Matchmaking,335-350,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_22,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-41,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,"Security, Trust, and Privacy",,0,,0,Massimo Paolucci;Katia P. Sycara;Lalana Kagal;Timothy W. Finin;Grit Denker,5,http://dx.doi.org/10.1007/978-3-540-39718-2_22,1
"Atanas Kiryakov, Borislav Popov, Damyan Ognyanoff, Dimitar Manov, Angel Kirilov, Miroslav Goranov","Semantic Annotation, Indexing, and Retrieval",484-499,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_31,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-42,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Information Retrieval,,0,,0,Damyan Ognyanoff;Dimitar Manov;Atanas Kiryakov;Borislav Popov;Miroslav Goranov;Angel Kirilov,6,http://dx.doi.org/10.1007/978-3-540-39718-2_31,1
"Paolo Bouquet, Luciano Serafini, Stefano Zanobini",Semantic Coordination: A New Approach and an Application,130-145,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_9,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-43,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Ontological Reasoning,,0,,0,Luciano Serafini;Paolo Bouquet;Stefano Zanobini,3,http://dx.doi.org/10.1007/978-3-540-39718-2_9,1
"Debbie Richards, Marta Sabou",Semantic Markup for Semantic Web Tools: A DAML-S Description of an RDF-Store,274-289,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_18,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-44,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Semantic Web Services,,0,,0,Marta Sabou;Debbie Richards,2,http://dx.doi.org/10.1007/978-3-540-39718-2_18,1
"Kunal Patel, Gopal Gupta",Semantic Processing of the Semantic Web,80-95,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_6,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-45,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Foundations,,0,,0,Gopal Gupta;Kunal Patel,2,http://dx.doi.org/10.1007/978-3-540-39718-2_6,1
"Gianluca Tonti, Jeffrey M. Bradshaw, Renia Jeffers, Rebecca Montanari, Niranjan Suri, Andrzej Uszok","Semantic Web Languages for Policy Representation and Reasoning: A Comparison of KAoS, Rei, and Ponder",419-437,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_27,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-46,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Agents and the Semantic Web,,0,,0,Rebecca Montanari;Niranjan Suri;Gianluca Tonti;Renia Jeffers;Andrzej Uszok;Jeffrey M. Bradshaw,6,http://dx.doi.org/10.1007/978-3-540-39718-2_27,1
"Oge Marques, Nitish Barman",Semi-automatic Semantic Annotation of Images Using Machine Learning Techniques,550-565,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_35,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-47,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,Multi-media,,0,,0,Nitish Barman;Oge Marques,2,http://dx.doi.org/10.1007/978-3-540-39718-2_35,1
