name,uri,conf_uri,roles,cnt_role,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization_sample,organization,organization_uri,cnt_org
Despoina Magka,http://data.semanticweb.org/person/despoina-magka,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Posters and Demos),1,0,,,,,0,Yahoo!,Yahoo!,http://data.semanticweb.org/organization/yahoo,1
Dhaval Thakker,http://data.semanticweb.org/person/dhaval-thakker,http://data.semanticweb.org/conference/iswc/2014,Workshop Chair,1,0,,,,,0,,,,0
Diana Maynard,http://data.semanticweb.org/person/diana-maynard,http://data.semanticweb.org/conference/iswc/2014,Senior PC Member at ISWC2014 (Research Track); PC Member at ISWC2014 (Doctoral Consortium); Tutorial Organizer,3,0,,,,,0,University of Sheffield,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield,1
Diego Calvanese,http://data.semanticweb.org/person/diego-calvanese,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track); Reviewer at ISWC2014 (Research Track),2,1,,,,,0,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Diego Ceccarelli,http://data.semanticweb.org/person/diego-ceccarelli,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,ISTI-CNR,ISTI-CNR,http://data.semanticweb.org/organization/isti-cnr,1
Diego Sá,http://data.semanticweb.org/person/diego-sa,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Federal University of Ceará,Federal University of Ceará,http://data.semanticweb.org/organization/federal-university-of-ceara,1
Dieter Fensel,http://data.semanticweb.org/person/dieter-fensel,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Innsbruck,University of Innsbruck,http://data.semanticweb.org/organization/university-of-innsbruck,1
Dimitrianos Savva,http://data.semanticweb.org/person/dimitrianos-savva,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,National and Kapodistrian University of Athens,National and Kapodistrian University of Athens,http://data.semanticweb.org/organization/national-and-kapodistrian-university-of-athens,1
Dimitrios Ntalaperas,http://data.semanticweb.org/person/dimitrios-ntalaperas,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,UBITECH Research,UBITECH Research,http://data.semanticweb.org/organization/ubitech-research,1
Dimitris Bilidas,http://data.semanticweb.org/person/dimitris-bilidas,http://data.semanticweb.org/conference/iswc/2014,Reviewer at ISWC2014 (Research Track),1,0,,,,,0,,,,0
Dimitris Plexousakis,http://data.semanticweb.org/person/dimitris-plexousakis,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,FORTH-ICS,FORTH-ICS,http://data.semanticweb.org/organization/forth-ics,1
Dimitris Zeginis,http://data.semanticweb.org/person/dimitris-zeginis,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,University of Macedonia,University of Macedonia; Centre for Research and Technology Hellas,http://data.semanticweb.org/organization/university-of-macedonia; http://data.semanticweb.org/organization/centre-for-research-and-technology-hellas,2
Dirk Walther,http://data.semanticweb.org/person/dirk-walther,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Dresden University of Technology,Dresden University of Technology,http://data.semanticweb.org/organization/dresden-university-of-technology,1
Disheng Qiu,http://data.semanticweb.org/person/disheng-qiu,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Roma Tre University,Roma Tre University,http://data.semanticweb.org/organization/roma-tre-university,1
Dmitriy Zheleznyakov,http://data.semanticweb.org/person/dmitriy-zheleznyakov,http://data.semanticweb.org/conference/iswc/2014,Reviewer at ISWC2014 (Research Track),1,1,,,,,0,University of Oxford,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Domenico Fabio Savo,http://data.semanticweb.org/person/domenico-fabio-savo,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,Sapienza University of Rome,Sapienza University of Rome,http://data.semanticweb.org/organization/sapienza-university-of-rome,1
Domenico Lembo,http://data.semanticweb.org/person/domenico-lembo,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Sapienza University of Rome,Sapienza University of Rome,http://data.semanticweb.org/organization/sapienza-university-of-rome,1
Dong-Hwan Park,http://data.semanticweb.org/person/dong-hwan-park,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,,,,0
Dong Liu,http://data.semanticweb.org/person/dong-liu,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,BBC,BBC,http://data.semanticweb.org/organization/bbc,1
Dosam Hwang,http://data.semanticweb.org/person/dosam-hwang,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,KAIST,KAIST,http://data.semanticweb.org/organization/kaist,1
Dragan Gasevic,http://data.semanticweb.org/person/dragan-gasevic,http://data.semanticweb.org/conference/iswc/2014,Workshop Chair,1,0,,,,,0,,,,0
Dunja Mladenic,http://data.semanticweb.org/person/dunja-mladenic,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,Jožef Stefan Institute,Jožef Stefan Institute,http://data.semanticweb.org/organization/jozef-stefan-institute,1
Duy Ngan Le,http://data.semanticweb.org/person/duy-ngan-le,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,,,,0
Edoardo Pignotti,http://data.semanticweb.org/person/edoardo-pignotti,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (In Use Track),1,0,,,,,0,University of Aberdeen,University of Aberdeen,http://data.semanticweb.org/organization/university-of-aberdeen,1
Eduardo Mena,http://data.semanticweb.org/person/eduardo-mena,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Zaragoza,University of Zaragoza,http://data.semanticweb.org/organization/university-of-zaragoza,1
Eduardo Veas,http://data.semanticweb.org/person/eduardo-veas,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,Know-Center,Know-Center,http://data.semanticweb.org/organization/know-center,1
Edward Curry,http://data.semanticweb.org/person/edward-curry,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,"DERI, NUI, Galway","DERI, NUI, Galway",http://data.semanticweb.org/organization/deri-nui-galway,1
Eelco Herder,http://data.semanticweb.org/person/eelco-herder,http://data.semanticweb.org/conference/iswc/2014,Workshop Chair,1,2,,,,,0,L3S Research Center,L3S Research Center,http://data.semanticweb.org/organization/l3s-research-center,1
Eero Hyvönen,http://data.semanticweb.org/person/eero-hyvoenen,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,2,,,,,0,University of Helsinki,University of Helsinki; Aalto University,http://data.semanticweb.org/organization/university-of-helsinki; http://data.semanticweb.org/organization/aalto-university,2
Eetu Mäkelä,http://data.semanticweb.org/person/eetu-maekelae,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Aalto University,Aalto University,http://data.semanticweb.org/organization/aalto-university,1
Efstratios Kontopoulos,http://data.semanticweb.org/person/efstratios-kontopoulos,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Centre for Research and Technology Hellas,Centre for Research and Technology Hellas,http://data.semanticweb.org/organization/centre-for-research-and-technology-hellas,1
Efthimios Tambouris,http://data.semanticweb.org/person/efthimios-tambouris,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Macedonia,University of Macedonia,http://data.semanticweb.org/organization/university-of-macedonia,1
Egon L Willighagen,http://data.semanticweb.org/person/egon-l-willighagen,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Maastricht University,Maastricht University,http://data.semanticweb.org/organization/maastricht-university,1
Egor V. Kostylev,http://data.semanticweb.org/person/egor-v-kostylev,http://data.semanticweb.org/conference/iswc/2014,Reviewer at ISWC2014 (Research Track),1,1,,,,,0,University of Oxford,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Ekaterini Ioannou,http://data.semanticweb.org/person/ekaterini-ioannou,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Technical University of Crete,Technical University of Crete,http://data.semanticweb.org/organization/technical-university-of-crete,1
Ekawit Nantajeewarawat,http://data.semanticweb.org/person/ekawit-nantajeewarawat,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,Thammasat University,Thammasat University,http://data.semanticweb.org/organization/thammasat-university,1
Eleftherios Tatakis,http://data.semanticweb.org/person/eleftherios-tatakis,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Manchester,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester,1
Elena Cabrio,http://data.semanticweb.org/person/elena-cabrio,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Posters and Demos),1,2,,,,,0,INRIA Sophia Antipolis,INRIA Sophia Antipolis; INRIA,http://data.semanticweb.org/organization/inria-sophia-antipolis; http://data.semanticweb.org/organization/inria,2
Elena Demidova,http://data.semanticweb.org/person/elena-demidova,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,L3S Research Center,L3S Research Center,http://data.semanticweb.org/organization/l3s-research-center,1
Elena Hervalejo,http://data.semanticweb.org/person/elena-hervalejo,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Valladolid,University of Valladolid,http://data.semanticweb.org/organization/university-of-valladolid,1
Elena Simperl,http://data.semanticweb.org/person/elena-simperl,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Doctoral Consortium),1,0,,,,,0,University of Southampton,University of Southampton,http://data.semanticweb.org/organization/university-of-southampton,1
Eleni Mikroyannidi,http://data.semanticweb.org/person/eleni-mikroyannidi,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,,,,0
Elmar Kiesling,http://data.semanticweb.org/person/elmar-kiesling,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Vienna University of Technology,Vienna University of Technology,http://data.semanticweb.org/organization/vienna-university-of-technology,1
Emanuel Santos,http://data.semanticweb.org/person/emanuel-santos,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,University of Lisbon,University of Lisbon,http://data.semanticweb.org/organization/university-of-lisbon,1
Emanuele Della Valle,http://data.semanticweb.org/person/emanuele-della-valle,http://data.semanticweb.org/conference/iswc/2014,Workshop Chair; Tutorial Organizer,2,1,,,,,0,Politecnico di Milano,Politecnico di Milano,http://data.semanticweb.org/organization/politecnico-di-milano,1
Emir Muñoz,http://data.semanticweb.org/person/emir-munoz,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Fujitsu,Fujitsu,http://data.semanticweb.org/organization/fujitsu,1
Enrico Franconi,http://data.semanticweb.org/person/enrico-franconi,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Enrico Malizia,http://data.semanticweb.org/person/enrico-malizia,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Calabria,University of Calabria,http://data.semanticweb.org/organization/university-of-calabria,1
Enrico Motta,http://data.semanticweb.org/person/enrico-motta,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track); PC Member at ISWC2014 (Doctoral Consortium); Session Chair,3,0,,,,,0,"Kmi, The Open University, UK","Kmi, The Open University, UK",http://data.semanticweb.org/organization/kmi-the-open-university-uk,1
Erich Weichselgartner,http://data.semanticweb.org/person/erich-weichselgartner,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Leibniz Institute for Psychology Information,Leibniz Institute for Psychology Information,http://data.semanticweb.org/organization/leibniz-institute-for-psychology-information,1
Erik Champion,http://data.semanticweb.org/person/erik-champion,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Curtin University,Curtin University,http://data.semanticweb.org/organization/curtin-university,1
Erik Mannens,http://data.semanticweb.org/person/erik-mannens,http://data.semanticweb.org/conference/iswc/2014,Workshop Chair,1,2,,,,,0,Ghent University,Ghent University,http://data.semanticweb.org/organization/ghent-university,1
Ernesto Jimenez-Ruiz,http://data.semanticweb.org/person/ernesto-jimenez-ruiz,http://data.semanticweb.org/conference/iswc/2014,Workshop Chair; Reviewer at ISWC2014 (Research Track),2,4,,,,,0,University of Oxford,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Esko Ikkala,http://data.semanticweb.org/person/esko-ikkala,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Aalto University,Aalto University,http://data.semanticweb.org/organization/aalto-university,1
Estefanía Serral Asensio,http://data.semanticweb.org/person/estefania-serral-asensio,http://data.semanticweb.org/conference/iswc/2014,Reviewer at ISWC2014 (Research Track),1,0,,,,,0,,,,0
Eugen Ruppert,http://data.semanticweb.org/person/eugen-ruppert,http://data.semanticweb.org/conference/iswc/2014,"Reviewer at ISWC2014 (Replication, Benchmark, Data and Software Track)",1,0,,,,,0,,,,0
Eunju Lee,http://data.semanticweb.org/person/eunju-lee,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,,,,0
Eva Blomqvist,http://data.semanticweb.org/person/eva-blomqvist,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track); PC Member at ISWC2014 (Posters and Demos),2,0,,,,,0,Linköping University,Linköping University,http://data.semanticweb.org/organization/linkoeping-university,1
Eva Zangerle,http://data.semanticweb.org/person/eva-zangerle,http://data.semanticweb.org/conference/iswc/2014,Reviewer at ISWC2014 (Research Track),1,0,,,,,0,,,,0
Evan Patton,http://data.semanticweb.org/person/evan-patton,http://data.semanticweb.org/conference/iswc/2014,,0,4,,,,,0,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
Evan Sandhaus,http://data.semanticweb.org/person/evan-sandhaus,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Industry Track),1,0,,,,,0,The New York Times Company,The New York Times Company,http://data.semanticweb.org/organization/the-new-york-times-company,1
Evangelia Daskalaki,http://data.semanticweb.org/person/evangelia-daskalaki,http://data.semanticweb.org/conference/iswc/2014,Tutorial Organizer,1,0,,,,,0,,,,0
Evangelos Kalampokis,http://data.semanticweb.org/person/evangelos-kalampokis,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Macedonia,University of Macedonia,http://data.semanticweb.org/organization/university-of-macedonia,1
Evelyne Viegas,http://data.semanticweb.org/person/evelyne-viegas,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Industry Track),1,1,,,,,0,Microsoft,Microsoft,http://data.semanticweb.org/organization/microsoft,1
Evgenia Litvinova,http://data.semanticweb.org/person/evgenia-litvinova,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Aalto University,Aalto University,http://data.semanticweb.org/organization/aalto-university,1
Evgeny Kharlamov,http://data.semanticweb.org/person/evgeny-kharlamov,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Oxford,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Evren Sirin,http://data.semanticweb.org/person/evren-sirin,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (In Use Track),1,0,,,,,0,Clark & Parsia,Clark & Parsia,http://data.semanticweb.org/organization/clark-parsia,1
Fabian Floeck,http://data.semanticweb.org/person/fabian-floeck,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (In Use Track),1,2,,,,,0,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,http://data.semanticweb.org/organization/karlsruhe-institute-of-technology,1
Fabien Gandon,http://data.semanticweb.org/person/fabien-gandon,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Doctoral Consortium); PC Member at ISWC2014 (Research Track),2,4,,,,,0,French Institute for Research in Computer Science and Automation,French Institute for Research in Computer Science and Automation; INRIA,http://data.semanticweb.org/organization/french-institute-for-research-in-computer-science-and-automation; http://data.semanticweb.org/organization/inria,2
Fabio Benedetti,http://data.semanticweb.org/person/fabio-benedetti,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Modena and Reggio Emilia,University of Modena and Reggio Emilia,http://data.semanticweb.org/organization/university-of-modena-and-reggio-emilia,1
Fabio Rinaldi,http://data.semanticweb.org/person/fabio-rinaldi,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Zurich,University of Zurich,http://data.semanticweb.org/organization/university-of-zurich,1
Fadi Maali,http://data.semanticweb.org/person/fadi-maali,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,"INSIGHT, NUI Galway","INSIGHT, NUI Galway",http://data.semanticweb.org/organization/insight-nui-galway,1
Faisal Alkhateeb,http://data.semanticweb.org/person/faisal-alkhateeb,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,Yarmouk University,Yarmouk University,http://data.semanticweb.org/organization/yarmouk-university,1
Fanghuai Hu,http://data.semanticweb.org/person/fanghuai-hu,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,East China University of Science and Technology,East China University of Science and Technology,http://data.semanticweb.org/organization/east-china-university-of-science-and-technology,1
Fariz Darari,http://data.semanticweb.org/person/fariz-darari,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Fatiha Saïs,http://data.semanticweb.org/person/fatiha-saies,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Paris-Sud,University of Paris-Sud,http://data.semanticweb.org/organization/university-of-paris-sud,1
Fattane Zarrinkalam,http://data.semanticweb.org/person/fattane-zarrinkalam,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Ferdowsi University of Mashhad,Ferdowsi University of Mashhad,http://data.semanticweb.org/organization/ferdowsi-university-of-mashhad,1
Felix Leif Keppmann,http://data.semanticweb.org/person/felix-leif-keppmann,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,"Institut AIFB, Universität Karlsruhe","Institut AIFB, Universität Karlsruhe",http://data.semanticweb.org/organization/institut-aifb-universitaet-karlsruhe,1
Fernando Bobillo,http://data.semanticweb.org/person/fernando-bobillo,http://data.semanticweb.org/conference/iswc/2014,Workshop Chair,1,0,,,,,0,,,,0
Fiona McNeill,http://data.semanticweb.org/person/fiona-mcneill,http://data.semanticweb.org/conference/iswc/2014,Workshop Chair,1,0,,,,,0,,,,0
Florian Hanika,http://data.semanticweb.org/person/florian-hanika,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Vienna University of Economics and Business,Vienna University of Economics and Business,http://data.semanticweb.org/organization/vienna-university-of-economics-and-business,1
Florian Lemmerich,http://data.semanticweb.org/person/florian-lemmerich,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Posters and Demos),1,0,,,,,0,University of Würzburg,University of Würzburg,http://data.semanticweb.org/organization/university-of-wuerzburg,1
Floriana Esposito,http://data.semanticweb.org/person/floriana-esposito,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Bari,University of Bari,http://data.semanticweb.org/organization/university-of-bari,1
Fouad Zablith,http://data.semanticweb.org/person/fouad-zablith,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track); PC Member at ISWC2014 (In Use Track),2,0,,,,,0,American University of Beirut,American University of Beirut,http://data.semanticweb.org/organization/american-university-of-beirut,1
Francesca Alessandra Lisi,http://data.semanticweb.org/person/francesca-alessandra-lisi,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Bari,University of Bari,http://data.semanticweb.org/organization/university-of-bari,1
Francesco Cecconi,http://data.semanticweb.org/person/francesco-cecconi,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Sapienza University of Rome,Sapienza University of Rome,http://data.semanticweb.org/organization/sapienza-university-of-rome,1
Francesco Corcoglioniti,http://data.semanticweb.org/person/francesco-corcoglioniti,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Posters and Demos),1,3,,,,,0,University of Trento,University of Trento; Fondazione Bruno Kessler,http://data.semanticweb.org/organization/university-of-trento; http://data.semanticweb.org/organization/fondazione-bruno-kessler,2
Francesco Osborne,http://data.semanticweb.org/person/francesco-osborne,http://data.semanticweb.org/conference/iswc/2014,Reviewer at ISWC2014 (Research Track),1,0,,,,,0,,,,0
Francisco M. Couto,http://data.semanticweb.org/person/francisco-m-couto,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,University of Lisbon,University of Lisbon,http://data.semanticweb.org/organization/university-of-lisbon,1
Francisco Martin-Recuerda,http://data.semanticweb.org/person/francisco-martin-recuerda,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Technical University of Madrid,Technical University of Madrid,http://data.semanticweb.org/organization/technical-university-of-madrid,1
Franck Cotton,http://data.semanticweb.org/person/franck-cotton,http://data.semanticweb.org/conference/iswc/2014,Workshop Chair,1,0,,,,,0,,,,0
François Belleau,http://data.semanticweb.org/person/francois-belleau,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Laval University,Laval University,http://data.semanticweb.org/organization/laval-university,1
Francois Scharffe,http://data.semanticweb.org/person/francois-scharffe,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,University of Montpellier,University of Montpellier,http://data.semanticweb.org/organization/university-of-montpellier,1
Freddy Lecue,http://data.semanticweb.org/person/freddy-lecue,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,2,,,,,0,IBM Research,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Freddy Priyatna,http://data.semanticweb.org/person/freddy-priyatna,http://data.semanticweb.org/conference/iswc/2014,Reviewer at ISWC2014 (Research Track),1,0,,,,,0,,,,0
Frederic Font,http://data.semanticweb.org/person/frederic-font,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Pompeu Fabra University,Pompeu Fabra University,http://data.semanticweb.org/organization/pompeu-fabra-university,1
Frederik Malfait,http://data.semanticweb.org/person/frederik-malfait,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,,,,0
Fredo Erxleben,http://data.semanticweb.org/person/fredo-erxleben,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Dresden University of Technology,Dresden University of Technology,http://data.semanticweb.org/organization/dresden-university-of-technology,1
Fuming Shih,http://data.semanticweb.org/person/fuming-shih,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://data.semanticweb.org/organization/massachusetts-institute-of-technology,1
Gabriela Montiel,http://data.semanticweb.org/person/gabriela-montiel,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,,,,0
Gabriela Vulcu,http://data.semanticweb.org/person/gabriela-vulcu,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,"INSIGHT, NUI Galway","INSIGHT, NUI Galway",http://data.semanticweb.org/organization/insight-nui-galway,1
Gaetano Calabrese,http://data.semanticweb.org/person/gaetano-calabrese,http://data.semanticweb.org/conference/iswc/2014,Webmaster,1,0,https://dkm.fbk.eu/people/profile/calabrese,,,,0,Fondazione Bruno Kessler,Fondazione Bruno Kessler,http://data.semanticweb.org/organization/fondazione-bruno-kessler,1
Ganesh Ramakrishnan,http://data.semanticweb.org/person/ganesh-ramakrishnan,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,IIT Bombay,IIT Bombay,http://data.semanticweb.org/organization/iit-bombay,1
Gao Huan,http://data.semanticweb.org/person/gao-huan,http://data.semanticweb.org/conference/iswc/2014,Reviewer at ISWC2014 (Research Track),1,0,,,,,0,,,,0
Geert-Jan Houben,http://data.semanticweb.org/person/geert-jan-houben,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,Delft University of Technology,Delft University of Technology,http://data.semanticweb.org/organization/delft-university-of-technology,1
Gemma Webster,http://data.semanticweb.org/person/gemma-webster,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Aberdeen,University of Aberdeen,http://data.semanticweb.org/organization/university-of-aberdeen,1
Georg Heppner,http://data.semanticweb.org/person/georg-heppner,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,,,,0
Georg Lausen,http://data.semanticweb.org/person/georg-lausen,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,University of Freiburg,University of Freiburg,http://data.semanticweb.org/organization/university-of-freiburg,1
Georgios Meditskos,http://data.semanticweb.org/person/georgios-meditskos,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Posters and Demos),1,1,,,,,0,Centre for Research and Technology Hellas,Centre for Research and Technology Hellas,http://data.semanticweb.org/organization/centre-for-research-and-technology-hellas,1
Georgios Theodoropoulos,http://data.semanticweb.org/person/georgios-theodoropoulos,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Durham University,Durham University,http://data.semanticweb.org/organization/durham-university,1
Gerald Haesendonck,http://data.semanticweb.org/person/gerald-haesendonck,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,Ghent University,Ghent University,http://data.semanticweb.org/organization/ghent-university,1
Gerd Gröner,http://data.semanticweb.org/person/gerd-groener,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Posters and Demos),1,0,,,,,0,University of Duisburg-Essen,University of Duisburg-Essen,http://data.semanticweb.org/organization/university-of-duisburg-essen,1
Gerd Stumme,http://data.semanticweb.org/person/gerd-stumme,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,University of Kassel,University of Kassel,http://data.semanticweb.org/organization/university-of-kassel,1
Gerhard Weikum,http://data.semanticweb.org/person/gerhard-weikum,http://data.semanticweb.org/conference/iswc/2014,"PC Member at ISWC2014 (Replication, Benchmark, Data and Software Track)",1,0,http://people.mpi-inf.mpg.de/~weikum/,,,,0,Max Planck Institute for Computer Science,Max Planck Institute for Computer Science,http://data.semanticweb.org/organization/max-planck-institute-for-computer-science,1
Gerhard Wohlgenannt,http://data.semanticweb.org/person/gerhard-wohlgenannt,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,Vienna University of Economics and Business,Vienna University of Economics and Business,http://data.semanticweb.org/organization/vienna-university-of-economics-and-business,1
Gerwald Tschinkel,http://data.semanticweb.org/person/gerwald-tschinkel,http://data.semanticweb.org/conference/iswc/2014,,0,2,,,,,0,Know-Center,Know-Center,http://data.semanticweb.org/organization/know-center,1
Ghim-Eng Yap,http://data.semanticweb.org/person/ghim-eng-yap,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,,,,0
Ghislain Auguste Atemezing,http://data.semanticweb.org/person/ghislain-auguste-atemezing,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,Institut Eurécom,Institut Eurécom,http://data.semanticweb.org/organization/institut-eurecom,1
Giampiero Vaschetto,http://data.semanticweb.org/person/giampiero-vaschetto,http://data.semanticweb.org/conference/iswc/2014,,0,1,,,,,0,,,,0
Giancarlo Guizzardi,http://data.semanticweb.org/person/giancarlo-guizzardi,http://data.semanticweb.org/conference/iswc/2014,PC Member at ISWC2014 (Research Track),1,0,,,,,0,Universidade Federal do Espírito Santo,Universidade Federal do Espírito Santo,http://data.semanticweb.org/organization/universidade-federal-do-espirito-santo,1
