person_uri,name,other_names,first_name,last_name,email,organization,country,homepage,bio,domain,depiction,homepage_organization,role_event,role_type,role_label,source,EOL
,"Esteban Zimanyi","Esteban Zimanyi",Esteban,Zimanyi,,"Université Libre de Bruxelles",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Eva Blomqvist","Eva Blomqvist",Eva,Blomqvist,,"Linköping University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Fabien Gandon","Fabien Gandon",Fabien,Gandon,,INRIA,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Fabio Ciravegna","Fabio Ciravegna",Fabio,Ciravegna,,"University of Sheffield",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Francois Scharffe","Francois Scharffe",Francois,Scharffe,,"LIRMM, University of Montpellier",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Frank van Harmelen","Frank van Harmelen",Frank,"van Harmelen",,"VU Amsterdam",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Freddy Lecue","Freddy Lecue",Freddy,Lecue,,"IBM Research",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Gerd Gröner","Gerd Gröner",Gerd,Gröner,,"University of Koblenz and Landau",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Gianluca Demartini","Gianluca Demartini",Gianluca,Demartini,,"University of Fribourg",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Giorgos Flouris","Giorgos Flouris",Giorgos,Flouris,,FORTH-ICS,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Grigoris Antoniou","Grigoris Antoniou",Grigoris,Antoniou,,FORTH-ICS,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Guilin Qi","Guilin Qi",Guilin,Qi,,"Southeast University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Haofen Wang","Haofen Wang",Haofen,Wang,,"Shanghai Jiao Tong University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Harry Halpin","Harry Halpin",Harry,Halpin,,"University of Edinburgh",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Huajun Chen","Huajun Chen",Huajun,Chen,,"Zhejiang University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Ian Dickinson","Ian Dickinson",Ian,Dickinson,,Epimorphics,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Isabel Cruz","Isabel Cruz",Isabel,Cruz,,"University of Illinois at Chicago",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Jeff Z. Pan","Jeff Z. Pan",Jeff,Pan,,"University of Aberdeen",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Jennifer Golbeck","Jennifer Golbeck",Jennifer,Golbeck,,"University of Maryland",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Jie Bao","Jie Bao",Jie,Bao,,"Samsung Information Systems America",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"John Breslin","John Breslin",John,Breslin,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"John Domingue","John Domingue",John,Domingue,,"KMi, The Open University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"José Luis Ambite","José Luis Ambite",José,Ambite,,"Information Sciences Institute, University of Southern California",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Josiane Xavier Parreira","Josiane Xavier Parreira",Josiane,Parreira,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Juan F. Sequeda","Juan F. Sequeda",Juan,Sequeda,,"University of Texas at Austin",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Karl Aberer","Karl Aberer",Karl,Aberer,,EPFL,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Kavitha Srinivas","Kavitha Srinivas",Kavitha,Srinivas,,"IBM Research",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Kemafor Anyanwu","Kemafor Anyanwu",Kemafor,Anyanwu,,"North Carolina State University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Kerry Taylor","Kerry Taylor",Kerry,Taylor,,CSIRO,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Key-Sun Choi","Key-Sun Choi",Key-Sun,Choi,,KAIST,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Krzysztof Janowicz","Krzysztof Janowicz",Krzysztof,Janowicz,,"UC Santa Barbara",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Letizia Tanca","Letizia Tanca",Letizia,Tanca,,"Politecnico di Milano",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Li Ding","Li Ding",Li,Ding,,Qualcomm,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Lin Clark","Lin Clark",Lin,Clark,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Lina Zhou","Lina Zhou",Lina,Zhou,,"University of Maryland Baltimore County",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Luc Moreau","Luc Moreau",Luc,Moreau,,"University of Southampton",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Luciano Serafini","Luciano Serafini",Luciano,Serafini,,"Fondazione Bruno Kessler",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Manuel Salvadores","Manuel Salvadores",Manuel,Salvadores,,"Stanford University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Maria-Esther Vidal","Maria-Esther Vidal",Maria-Esther,Vidal,,"Universidad Simon Bolivar",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Marie-Christine Rousset","Marie-Christine Rousset",Marie-Christine,Rousset,,"University of Grenoble",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Markus Krötzsch","Markus Krötzsch",Markus,Krötzsch,,"University of Oxford",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Marta Sabou","Marta Sabou",Marta,Sabou,,"MODUL University Vienna",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Martin Hepp","Martin Hepp",Martin,Hepp,,"Bundeswehr University Munich",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Mathieu d'Aquin","Mathieu d'Aquin",Mathieu,d'Aquin,,"KMi, The Open University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Matthew Horridge","Matthew Horridge",Matthew,Horridge,,"Stanford University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Michael Benedikt","Michael Benedikt",Michael,Benedikt,,"University of Oxford",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Michael Gruninger","Michael Gruninger",Michael,Gruninger,,"University of Toronto",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Michael Hausenblas","Michael Hausenblas",Michael,Hausenblas,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Michael Sintek","Michael Sintek",Michael,Sintek,,DFKI,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Michiel Hildebrand","Michiel Hildebrand",Michiel,Hildebrand,,"VU Amsterdam",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Mike Dean","Mike Dean",Mike,Dean,,"Raytheon BBN Technologies",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Miriam Fernandez","Miriam Fernandez",Miriam,Fernandez,,"KMi, The Open University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Nicola Guarino","Nicola Guarino",Nicola,Guarino,,ISTC-CNR,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Oscar Corcho","Oscar Corcho",Oscar,Corcho,,"Universidad Politecnica de Madrid",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Paolo Bouquet","Paolo Bouquet",Paolo,Bouquet,,"University of Trento",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Paul Buitelaar","Paul Buitelaar",Paul,Buitelaar,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Paul Groth","Paul Groth",Paul,Groth,,"VU Amsterdam",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Paulo Pinheiro Da Silva","Paulo Pinheiro Da Silva",Paulo,Silva,,"University of Texas at El Paso",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Pavel Klinov","Pavel Klinov",Pavel,Klinov,,"University of Ulm",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Pavel Shvaiko","Pavel Shvaiko",Pavel,Shvaiko,,"TasLab, Informatica Trentina SpA",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Peter Mika","Peter Mika",Peter,Mika,,"Yahoo! Research",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Philippe Thiran","Philippe Thiran",Philippe,Thiran,,"University of Namur",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Prasenjit Mitra","Prasenjit Mitra",Prasenjit,Mitra,,"Pennsylvania State University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Raphaël Troncy","Raphaël Troncy",Raphaël,Troncy,,EURECOM,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Renaud Delbru","Renaud Delbru",Renaud,Delbru,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Richard Cyganiak","Richard Cyganiak",Richard,Cyganiak,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Rudi Studer","Rudi Studer",Rudi,Studer,,"AIFB, Karlsruhe Institute of Technology",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Sandro Hawke","Sandro Hawke",Sandro,Hawke,,W3C,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Satya Sahoo","Satya Sahoo",Satya,Sahoo,,"Case Western Reserve University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Sebastian Rudolph","Sebastian Rudolph",Sebastian,Rudolph,,"AIFB, Karlsruhe Institute of Technology",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Sergio Tessaris","Sergio Tessaris",Sergio,Tessaris,,"Free University of Bozen-Bolzano",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Siegfried Handschuh","Siegfried Handschuh",Siegfried,Handschuh,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Sonia Bergamaschi","Sonia Bergamaschi",Sonia,Bergamaschi,,"University of Modena and Reggio Emilia",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Sören Auer","Sören Auer",Sören,Auer,,"TU Chemnitz",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Spiros Skiadopoulos","Spiros Skiadopoulos",Spiros,Skiadopoulos,,"University of Peloponnese",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Stefan Decker","Stefan Decker",Stefan,Decker,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Stefan Dietze","Stefan Dietze",Stefan,Dietze,,"L3S Research Center",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Stefan Schlobach","Stefan Schlobach",Stefan,Schlobach,,"VU Amsterdam",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Steffen Staab","Steffen Staab",Steffen,Staab,,"University of Koblenz and Landau",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Tania Tudorache","Tania Tudorache",Tania,Tudorache,,"Stanford University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Thanh Tran","Thanh Tran",Thanh,Tran,,"AIFB, Karlsruhe Institute of Technology",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Tim Finin","Tim Finin",Tim,Finin,,"University of Maryland Baltimore County",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Tom Heath","Tom Heath",Tom,Heath,,Talis,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Tudor Groza","Tudor Groza",Tudor,Groza,,"University of Queensland",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Umberto Straccia","Umberto Straccia",Umberto,Straccia,,ISTI-CNR,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Valentina Presutti","Valentina Presutti",Valentina,Presutti,,"STLab, ISTC-CNR",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Valentina Tamma","Valentina Tamma",Valentina,Tamma,,"University of Liverpool",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Vasant Honavar","Vasant Honavar",Vasant,Honavar,,"Iowa State University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Vassilis Christophides","Vassilis Christophides",Vassilis,Christophides,,FORTH-ICS,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Volker Haarslev","Volker Haarslev",Volker,Haarslev,,"Concordia University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Wei Hu","Wei Hu",Wei,Hu,,"Nanjing University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Wolf Siberski","Wolf Siberski",Wolf,Siberski,,"L3S Research Center; University of Hannover",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Wolfgang Nejdl","Wolfgang Nejdl",Wolfgang,Nejdl,,"L3S Research Center; University of Hannover",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Yannis Kalfoglou","Yannis Kalfoglou",Yannis,Kalfoglou,,self,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Yohei Murakami","Yohei Murakami",Yohei,Murakami,,NICT,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"York Sure-Vetter","York Sure-Vetter",York,Sure-Vetter,,"GESIS - Leibniz Institute for the Social Sciences; University of Koblenz and Landau",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Yuan Ni","Yuan Ni",Yuan,Ni,,"IBM China Research Laboratory",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Yutaka Matsuo","Yutaka Matsuo",Yutaka,Matsuo,,"University of Tokyo",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,"Yuzhong Qu","Yuzhong Qu",Yuzhong,Qu,,"Nanjing University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Research Track)",,EOL
,,,,,,,,,,,,,,,,,
,"Josiane Xavier Parreira","Josiane Xavier Parreira",Josiane,Parreira,,"DERI, NUI Galway",,,,,,,[ME],swc:Chair,"Evaluation Track Chair",,EOL
,"Manfred Hauswirth",,Manfred,Hauswirth,,"DERI, NUI Galway",,,,,,,[ME],swc:Chair,"Evaluation Track Chair",,EOL
,"Jérôme Euzenat",,Jérôme,Euzenat,,"INRIA & LIG",,,,,,,[ME],swc:Chair,"Evaluation Track Chair",,EOL
,"Josiane Xavier Parreira","Josiane Xavier Parreira",Josiane,Parreira,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Manfred Hauswirth",,Manfred,Hauswirth,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Jérôme Euzenat",,Jérôme,Euzenat,,"INRIA & LIG",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Maria-Esther Vidal",,Maria-Esther,Vidal,,"Universidad Simon Bolivar",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Thomas Krennwallner",,Thomas,Krennwallner,,"Vienna University of Technology",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Oscar Corcho",,Oscar,Corcho,,"Universidad Politecnica de Madrid",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Shenghui Wang",,Shenghui,Wang,,OCLC,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Marta Sabou",,Marta,Sabou,,"MODUL University Vienna",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Christian Meilicke",,Christian,Meilicke,,"University of Mannheim",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Ondrej Svab-Zamazal",,Ondrej,Svab-Zamazal,,"University of Economics, Prague",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Antoine Isaac",,Antoine,Isaac,,"VU Amsterdam",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Ryutaro Ichise",,Ryutaro,Ichise,,"National Institute of Informatics",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Raúl García-Castro",,Raúl,García-Castro,,"Universidad Politecnica de Madrid",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Manolis Koubarakis",,Manolis,Koubarakis,,"National and Kapodistrian University of Athens",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Francois Scharffe",,Francois,Scharffe,,"LIRMM, University of Montpellier",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Sherif Sakr",,Sherif,Sakr,,"University of New South Wales",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Payam Barnaghi",,Payam,Barnaghi,,"University of Surrey",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Martin Theobald",,Martin,Theobald,,"Max Planck Institute for Informatics",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Denilson Barbosa",,Denilson,Barbosa,,"University of Alberta",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Willem Robert Van Hage",,"Willem Robert","Van Hage",,"VU Amsterdam",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Giovanni Tummarello",,Giovanni,Tummarello,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Andreas Harth",,Andreas,Harth,,"AIFB, Karlsruhe Institute of Technology",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Alois Haselboeck",,Alois,Haselboeck,,"Siemens AG",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Conor Hayes",,Conor,Hayes,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Thierry Declerck",,Thierry,Declerck,,DFKI,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Kai-Uwe Sattler",,Kai-Uwe,Sattler,,"TU Ilmenau",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Renaud Delbru",,Renaud,Delbru,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Christos Tryfonopoulos",,Christos,Tryfonopoulos,,"University of Peloponnese",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Siegfried Handschuh",,Siegfried,Handschuh,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,"Asunción Gómez-Pérez",,Asunción,Gómez-Pérez,,"Universidad Politecnica de Madrid",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Evaluation Track)",,EOL
,,,,,,,,,,,,,,,,,
,"Harith Alani","Harith Alani",Harith,Alani,,"KMi, The Open University",,http://people.kmi.open.ac.uk/harith,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Doctoral Consortium)",,EOL
,"Oscar Corcho",,Oscar,Corcho,,"Universidad Politecnica de Madrid",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Doctoral Consortium)",,EOL
,"Fausto Guinchiliglia",,Fausto,Guinchiliglia,,"University of Trento",,http://disi.unitn.it/~fausto,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Doctoral Consortium)",,EOL
,"Ian Horrocks","Ian Horrocks",Ian,Horrocks,,"University of Oxford",,http://www.cs.ox.ac.uk/people/ian.horrocks,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Doctoral Consortium)",,EOL
,"Diana Maynard","Diana Maynard",Diana,Maynard,,"University of Sheffield",,http://www.dcs.shef.ac.uk/~diana,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Doctoral Consortium)",,EOL
,"Natasha F. Noy","Natasha F. Noy",Natasha,Noy,,"Stanford University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Doctoral Consortium)",,EOL
,"Elena Simperl","Elena Simperl",Elena,Simperl,,"AIFB, Karlsruhe Institute of Technology",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Doctoral Consortium)",,EOL
,"Steffen Staab","Steffen Staab",Steffen,Staab,,"University of Koblenz and Landau",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Doctoral Consortium)",,EOL
,"Frank van Harmelen","Frank van Harmelen",Frank,"van Harmelen",,"VU Amsterdam",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Doctoral Consortium)",,EOL
,,,,,,,,,,,,,,,,,
,"Tom Heath",,Tom,Heath,,Talis,,,,,,,[ME],swc:Chair,"Industrial Track Chair",,EOL
,"Ivan Herman",,Ivan,Herman,,W3C,,,,,,,[ME],swc:Chair,"Industrial Track Chair",,EOL
,"Amit Sheth",,Amit,Sheth,,"Kno.e.sis Center, Wright State University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,"Natasha F. Noy",,Natasha,Noy,,"Stanford University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,"Ora Lassila",,Ora,Lassila,,"Nokia Services",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,"David Norheim",,David,Norheim,,Computas,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
