author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,source_uri,keywords,abstract,uri_me,category,source,EOL
"Evren Sirin and Bijan Parsia","The OWL-S Java API",,2004,http://iswc2004.semanticweb.org/posters/PID-CUIIDZKF-1090286595.pdf,,http://data.semanticweb.org/conference/iswc/2004/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Poster Paper",,EOL
"Bijan Parsia and Evren Sirin","Pellet: An OWL DL Reasoner",,2004,http://iswc2004.semanticweb.org/posters/PID-ZWSCSLQK-1090286232.pdf,,http://data.semanticweb.org/conference/iswc/2004/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Poster Paper",,EOL
"Aditya Kalyanpur, Evren Sirin, Bijan Parsia and James Hendler","Hypermedia Inspired Ontology Engineering Environment: SWOOP",,2004,http://iswc2004.semanticweb.org/posters/PID-XXSYHEAX-1090287688.pdf,,http://data.semanticweb.org/conference/iswc/2004/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Poster Paper",,EOL
"Jeffrey T. Pollock","Enterprise Semantic Web Solutions",,2004,http://iswc2004.semanticweb.org/posters/NI-Pollock-ISWC-Poster.pdf,,http://data.semanticweb.org/conference/iswc/2004/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Poster Paper",,EOL
"Edgard Costa Oliveira, Frank van Harmelen and Mamede Lima-Marques","A Framework for Ontology-based Authoring Environments",,2004,http://iswc2004.semanticweb.org/posters/PID-UGYCMEHW-1090243877.pdf,,http://data.semanticweb.org/conference/iswc/2004/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Poster Paper",,EOL
"Kazuhiro Kitagawa, Fumihiro Kato, and Nobuo Saito","Overcoming the Tyranny of the Majority in Social Information Filtering System",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-01.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Jeen Broekstra and Arjohn Kampman","RDF(S) Manipulation, Storage and Querying using Sesame",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-03.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Marja-Riitta Koivunen","Annotea shared bookmarks: Semantic Web at your fingertips",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-04.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"S Price, A A Piccini, S Agarwal , B Kershaw, B Joyner, and L Miller","PARIP Explorer - Researching the Researchers",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-05.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Wooju Kim, Dae Woo Choi, and Sang-un Park","Intelligent Product Information Search Framework Based on the Semantic Web",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-06.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Cormac Twomey and Todd Koym","Environmental Health News Building an on-line news portal using Semantic Web technologies",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-07.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Noritada Shimizu, Jun'ichi Nakamura, Takashi Hattori, and Tatsuya Hagino","Learning path creation to achieve learner's goal for Web Based Training using RDF",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-09.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Christopher J. Matheus, Mitch M. Kokar, Kenneth Baclawski, Jurek Letkowski and Catherine Call","The Practical Application of Semantic Web Technologies for Situation Awareness",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-11.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Holger Knublauch, Natalya F. Noy and Mark A. Musen","Protege OWL Plugin Demo",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-12.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Michihiro Yamamoto and Ng S. T. Chong","Bringing Discussion to Documents for the Creation of Richer Metadata",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-13.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Paul Buitelaar and Michael Sintek","OntoLT Version 1.0: Middleware for Ontology Extraction from Text",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-15.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Atanas Kiryakov, Borislav Popov, Dimitar Manov, Damyan Ognyanoff, Rosen Marinov and Ivan Terziev","Automatic Semantic Annotation with KIM",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-17.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Sebastian R. Kruk","Advanced search and browsing in digital libraries",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-18.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Lars Marius Garshol","RDF and Topic Maps Interoperability in Practice",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-19.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Sacha Berger, Francois Bry, Oliver Bolzer, Tim Furche, Sebastian Schaffert, and Christoph Wieser","Xcerpt and visXcerpt: Twin Query Languages for the Semantic Web",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-20.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Paul Buitelaar, Thomas Eigner, Thierry Declerck","OntoSelect: A Dynamic Ontology Library with Support for Ontology Selection",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-16.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Leo Sauermann","Gnowsis Semantic Desktop",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-24.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Robert Baumgartner, Georg Gottlob, Marcus Herzog, and Wolfgang Slany","Annotating the Legacy Web with Lixto",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-21.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Mikko Laukkanen and Heikki Helin","Competence Manager Applying the Semantic Web in Practice",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-22.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Thorsten Liebig and Olaf Noppens","OntoTrack: A New Ontology Authoring Approach",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-23.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Nick Bassiliades, Grigoris Antoniou, and Ioannis Vlahavas","DR-DEVICE: A Defeasible Logic RDF Rule Language",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-27.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Katsuhiko Kaji and Katashi Nagao","MiXA: A Musical Annotation System",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-28.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Daisuke Yamamoto and Katashi Nagao","iVAS: Web-based Video Annotation System and its Applications",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-29.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Dean Allemang and Irene Polikoff","TopBraid, a Multi-user Environment for distributed authoring of Ontologies",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-33.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Andreas Heß and Nicholas Kushmerick","ASSAM : A Tool for Semi-Automatically Annotating Semantic Web Services",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-34.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Lars Ludwig, David O'Sullivan, and Xuan Zhou","Artificial Memory Prototype for Personal Semantic Subdocument Knowledge Management (PS-KM)",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-36.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Noriaki Kuwahara, Kazuhiro Kuwabara, Nobuji Tetsutani, and Kiyoshi Yasuda","Using Photo Annotations to Produce a Reminiscence Video for Dementia Patients",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-37.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Matthew Horridge, Alan Rector, Nick Drummond, Holger Knublauch, and Hai Wang","A User Oriented OWL Development Environment Designed to Implement Common Patterns & Minimise Common Errors",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-39.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Martin Dzbor, John Domingue, and Enrico Motta","Magpie: Supporting Browsing and Navigation on the Semantic Web",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-40.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Kalid Askar, Srinivas Vemuri, Yella Siril, and Mark Dougherty","Plug-in for Protege 2000 which supports Sesame",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-41.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Michael Stollberg, Uwe Keller, Peter Zugmann, and Reinhold Herzog","Semantic Web Fred Agent Cooperation on the Semantic Web",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-42.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Torsten Priebe","INWISS - Integrative Enterprise Knowledge Portal",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-43.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Grit Denker, Daniel Elenius, and David Martin","OWL-S Editor",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-02.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Andrzej Uszok, Jeffrey M. Bradshaw, Gianluca Tonti, Renia Jeffers, and Lars E. Olson","Integration of KAoS Policy Services with Semantic Web Services",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-08.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Naveen Srinivasan, Massimo Paolucci, and Katia Sycara","CODE: A Development Environment for OWL-S Web services",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-10.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Asuncion Gomez Perez, Rafael Gonzalez Cabero and Manuel Lama","ODE SWS, A Semantic Web Service Development",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-14.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"M. Pistore, P. Bertoli, E. Cusenza, A. Marconi, and P. Traverso","WS-GEN: A Tool for the Automated Composition of Semantic Web Services",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-26.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Ion Constantinescu, Boi Faltings, and Walter Binder","HotBlu - A system for large scale service discovery and composition",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-31.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Seiji Koide and Masanori Kawamura","SWCLOS: A Semantic Web Processor on Common Lisp Object System",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-32.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Michal Zaremba, Armin Haller, Maciej Zaremba, and Matthew Moran","WSMX-Infrastructure for Execution of Semantic Web Services",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-38.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"John Domingue, Liliana Cabral, Farshad Hakimpour, Denilson Sell, and Enrico Motta","IRS-III: A Platform and Infrastructure for Creating WSMO-based Semantic Web Services",,2004,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2004-demo/demo-45.pdf,,http://data.semanticweb.org/conference/iswc/2004/demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2004,"Demo Paper",,EOL
"Rong Pan, Zhongli Ding, Yang Yu, Yun Peng","A Bayesian Network Approach to Ontology Mapping",563-577,2005,http://ebiquity.umbc.edu/get/a/publication/195.pdf,http://dx.doi.org/10.1007/11574620_41,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Peter Haase, Frank van Harmelen, Zhisheng Huang, Heiner Stuckenschmidt, York Sure","A Framework for Handling Inconsistency in Changing Ontologies",353-367,2005,http://www.aifb.kit.edu/images/f/f3/2005_982_Haase_A_Framework_for_1.pdf,http://dx.doi.org/10.1007/11574620_27,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Gerhard Friedrich, Kostyantyn M. Shchekotykhin","A General Diagnosis Method for Ontologies",232-246,2005,,http://dx.doi.org/10.1007/11574620_19,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Paolo Avesani, Fausto Giunchiglia, Mikalai Yatskevich","A Large Scale Taxonomy Mapping Evaluation",67-81,2005,http://oaei.ontologymatching.org/2006/directory/taxme1.pdf,http://dx.doi.org/10.1007/11574620_8,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Katy Wolstencroft, Andy Brass, Ian Horrocks, Phillip W. Lord, Ulrike Sattler, Daniele Turi, Robert Stevens","A Little Semantic Web Goes a Long Way in Biology",786-800,2005,,http://dx.doi.org/10.1007/11574620_56,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Willem Robert van Hage, Sophia Katrenko, Guus Schreiber","A Method to Combine Linguistic Ontology-Mapping Techniques",732-744,2005,,http://dx.doi.org/10.1007/11574620_52,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Christopher J. Matheus, Mieczyslaw M. Kokar, Kenneth Baclawski, Jerzy Letkowski","An Application of Semantic Web Technologies to Situation Awareness",944-958,2005,,http://dx.doi.org/10.1007/11574620_67,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Valentina A. M. Tamma, Chris van Aart, Thierry Moyaux, Shamimabi Paurobally, Ben Lithgow Smith, Michael Wooldridge","An Ontological Framework for Dynamic Coordination",638-652,2005,,http://dx.doi.org/10.1007/11574620_46,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Luis Rodrigo, V. Richard Benjamins, Jesús Contreras, Diego Patón, D. Navarro, R. Salla, Mercedes Blázquez, P. Tena, I. Martos","A Semantic Search Engine for the International Relation Sector",1002-1015,2005,,http://dx.doi.org/10.1007/11574620_71,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Vadim Ermolayev, Natalya Keberle, Wolf-Ekkehard Matzke, Vladimir Vladimirov","A Strategy for Automated Meaning Negotiation in Distributed Information Retrieval",201-215,2005,,http://dx.doi.org/10.1007/11574620_17,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Giorgos Stoilos, Giorgos B. Stamou, Stefanos D. Kollias","A String Metric for Ontology Alignment",624-637,2005,,http://dx.doi.org/10.1007/11574620_45,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Brian P. Kettler, James Starz, William Miller, Peter Haglich","A Template-Based Markup Tool for Semantic Web Content",446-460,2005,,http://dx.doi.org/10.1007/11574620_33,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Chris Preist, Javier Esplugas Cuadrado, Steven A. Battle, Stephan Grimm, Stuart K. Williams","Automated Business-to-Business Integration of a Logistics Supply Chain Using Semantic Web Services Technology",987-1001,2005,,http://dx.doi.org/10.1007/11574620_70,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Johanna Völker, Denny Vrandecic, York Sure","Automatic Evaluation of Ontologies (AEON)",716-731,2005,,http://dx.doi.org/10.1007/11574620_51,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Yannis Theoharis, Vassilis Christophides, Gregory Karvounarakis","Benchmarking Database Representations of RDF/S Stores",685-701,2005,,http://dx.doi.org/10.1007/11574620_49,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Marc Ehrig, Steffen Staab, York Sure","Bootstrapping Ontology Alignment Methods with APFEL",186-200,2005,,http://dx.doi.org/10.1007/11574620_16,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Maciej Janik, Krys Kochut","BRAHMS: A WorkBench RDF Store and High Performance Memory System for Semantic Association Discovery",431-445,2005,,http://dx.doi.org/10.1007/11574620_32,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"John Domingue, Stefania Galizia, Liliana Cabral","Choreography in IRS-III - Coping with Heterogeneous Interaction Patterns in Web Services",171-185,2005,,http://dx.doi.org/10.1007/11574620_15,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Herman J. ter Horst","Combining RDF and Part of OWL with Rules: Semantics, Decidability, Complexity",668-684,2005,,http://dx.doi.org/10.1007/11574620_48,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Benjamin Nowack","CONFOTO: A Semantic Browsing and Annotation Service for Conference Photos",1067-1070,2005,,http://dx.doi.org/10.1007/11574620_79,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Semantic Web Challenge",,EOL
"Yuan An, Alexander Borgida, John Mylopoulos","Constructing Complex Semantic Mappings Between XML Data and Ontologies",6-20,2005,,http://dx.doi.org/10.1007/11574620_4,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Giorgos Serfiotis, Ioanna Koffina, Vassilis Christophides, Val Tannen","Containment and Minimization of RDF/S Query Patterns",607-623,2005,,http://dx.doi.org/10.1007/11574620_44,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Hai Wang, Matthew Horridge, Alan L. Rector, Nick Drummond, Julian Seidenberg","Debugging OWL-DL Ontologies: A Heuristic Approach",745-757,2005,,http://dx.doi.org/10.1007/11574620_53,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Mathieu d'Aquin, Jean Lieber, Amedeo Napoli","Decentralized Case-Based Reasoning for the Semantic Web",142-155,2005,,http://dx.doi.org/10.1007/11574620_13,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Vipul Kashyap, Alfredo Morales, Tonya Hongsermeier, Qi Li","Definitions Management: A Semantics-Based Approach for Clinical Documentation in Healthcare Delivery",887-901,2005,,http://dx.doi.org/10.1007/11574620_63,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Hans-Peter Schnurr, Jürgen Angele","Do Not Use This Gear with a Switching Lever! Automotive Industry Experience with Semantic Guides",1029-1040,2005,,http://dx.doi.org/10.1007/11574620_73,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Zhiqiang Gao, Yuzhong Qu, Yuqing Zhai, Jianming Deng","DynamicView: Distribution, Evolution and Visualization of Research Areas in Computer Science",1054-1058,2005,,http://dx.doi.org/10.1007/11574620_76,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Semantic Web Challenge",,EOL
"Dean Allemang, Irene Polikoff, Ralph Hodgson","Enterprise Architecture Reference Modeling in OWL/RDF",844-857,2005,,http://dx.doi.org/10.1007/11574620_60,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Li Ding, Rong Pan, Timothy W. Finin, Anupam Joshi, Yun Peng, Pranam Kolari","Finding and Ranking Knowledge on the Semantic Web",156-170,2005,http://ebiquity.umbc.edu/get/a/publication/197.pdf,http://dx.doi.org/10.1007/11574620_14,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Leo Sauermann, Sven Schwarz","Gnowsis Adapter Framework: Treating Structured Data Sources as Virtual RDF Graphs",1016-1028,2005,,http://dx.doi.org/10.1007/11574620_72,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Fabien Gandon, Olivier Corby, Alain Giboin, Nicolas Gronnier, Cecile Guigard","Graph-Based Inferences in a Semantic Web Server for the Cartography of Competencies in a Telecom Valley",247-261,2005,,http://dx.doi.org/10.1007/11574620_20,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Raul Garcia-Castro, Asunción Gómez-Pérez","Guidelines for Benchmarking the Performance of Ontology Management APIs",277-292,2005,,http://dx.doi.org/10.1007/11574620_22,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Arun Kumar, Biplav Srivastava, Sumit Mittal","Information Modeling for End to End Composition of Semantic Web Services",476-490,2005,,http://dx.doi.org/10.1007/11574620_35,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Valentina A. M. Tamma, Ian Blacoe, Ben Lithgow Smith, Michael Wooldridge","Introducing Autonomic Behaviour in Semantic Web Agents",653-667,2005,,http://dx.doi.org/10.1007/11574620_47,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Luca Gilardoni, Christian Biasuzzi, Massimo Ferraro, Roberto Fonti, Piercarlo Slavazza","LKMS - A Legal Knowledge Management System Exploiting Semantic Web Technologies",872-886,2005,,http://dx.doi.org/10.1007/11574620_62,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Shishir Garg, Amit Goswami, Jérémy Huylebroeck, Senthil Jaganathan, Pramila Mullan","MediaCaddy - Semantic Web Based On-Demand Content Navigation System for Entertainment",858-871,2005,,http://dx.doi.org/10.1007/11574620_61,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
