author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,source_uri,keywords,abstract,uri_me,category,source,start_page,paper_id,EOL
"Gong Cheng, Yanan Zhang and Yuzhong Qu",Explass: Exploring Associations between Entities via Top-K Ontological Patterns and Facets,417-432,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970417-explass-exploring-associations-between-entities-via-top-k-ontological-patterns-and-facets.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Research Track Paper,,417,87970417,
Sébastien Ferré,Expressive and Scalable Query-based Faceted Search over SPARQL Endpoints,433-448,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970433-expressive-and-scalable-query-based-faceted-search-over-sparql-endpoints.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Research Track Paper,,433,87970433,
"Danh Le Phuoc, Anh Le Tuan, Gregor Schiele and Manfred Hauswirth",Querying Heterogeneous Personal Information On The Go,449-464,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970449-querying-heterogeneous-personal-information-on-the-go.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Semantic Web In Use Track Paper,,449,87970449,
"Hitoshi Uchida, Ralph Swick and Andrei Sambra",The Web Browser Personalization with the Client Side Triplestore,465-480,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970465-the-web-browser-personalization-with-the-client-side-triplestore.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Semantic Web In Use Track Paper,,465,87970465,
"Khalid Khamkham, Oana Inel, Tatiana Cristea, Arne Rutjes, Jelle van der Ploeg, Lora Aroyo, Robert-Jan Sips, Anca Dumitrache and Lukasz Romaszko",Crowd Truth: Machine-Human Computation Framework for Harnessing Disagreement in Gathering Annotated Data,481-498,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970481-crowd-truth-machine-human-computation-framework-for-harnessing-disagreement-in-gathering-annotated-data.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,"Replication, Benchmark, Data and Software Track Paper",,481,87970481,
Isabelle Augenstein,Joint Information Extraction from the Web using Linked Data,499-506,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970499-joint-information-extraction-from-the-web-using-linked-data.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Doctoral Consortium Paper,,499,87970499,
Bianca De O. Pereira,Entity Linking with Multiple Knowledge Bases: an Ontology Modularization Approach,507-514,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970507-entity-linking-with-multiple-knowledge-bases-an-ontology-modularization-approach.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Doctoral Consortium Paper,,507,87970507,
Mayank Kejriwal,Populating Entity Name Systems for Big Data Integration,515-522,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970515-populating-entity-name-systems-for-big-data-integration.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Doctoral Consortium Paper,,515,87970515,
Robin Keskisärkkä,Semantic Complex Event Processing for Decision Support,523-530,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970523-semantic-complex-event-processing-for-decision-support.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Doctoral Consortium Paper,,523,87970523,
Lisa Posch,Enriching Ontologies with Encyclopedic Background Knowledge for Document Indexing,531-538,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970531-enriching-ontologies-with-encyclopedic-background-knowledge-for-document-indexing.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Doctoral Consortium Paper,,531,87970531,
Alessandro Solimando,Detecting and Correcting Conservativity Principle Violations in Ontology Mappings,539-,2014,https://github.com/lidingpku/iswc2014/raw/master/paper/87970539-detecting-and-correcting-conservativity-principle-violations-in-ontology-mappings.pdf,,http://data.semanticweb.org/conference/iswc/2014/proceedings-2,,,,,http://data.semanticweb.org/conference/iswc/2014,Doctoral Consortium Paper,,539,87970539,
